names: tiempo SH SCH SHMM SHMP SH-BL SCH-BL SHMM-BL SHMP-BL optimo
title: Convergencia de los algoritmos
subtitle: para el problema att532
0.0,48498.6,36395.6,48616.8,47783.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.0,48498.6,36265.8,48616.8,47783.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.0,48498.6,36243.2,48616.8,47783.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.015,47364.0,35957.2,48397.2,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.015,47364.0,35849.2,48397.2,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.015,47364.0,35717.0,48397.2,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.015,47364.0,35688.2,48397.2,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.015,47364.0,35600.6,48397.2,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.016,46858.8,35447.2,48217.4,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.016,46240.6,35256.0,48217.4,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.016,46240.6,35253.6,48217.4,47486.0,28333.6,28290.2,28387.2,28388.6,27686.0
0.031,44447.4,35047.8,47692.2,46763.0,28313.0,28238.4,28384.6,28283.8,27686.0
0.031,43876.4,34860.0,47692.2,46763.0,28313.0,28219.2,28384.6,28241.4,27686.0
0.031,43876.4,34804.8,47692.2,46763.0,28313.0,28219.2,28384.6,28241.4,27686.0
0.032,43578.8,34804.8,47630.2,46521.2,28313.0,28207.2,28357.0,28207.2,27686.0
0.032,43578.8,34804.8,47441.2,46291.0,28313.0,28207.2,28357.0,28207.2,27686.0
0.046,43510.0,34804.8,47441.2,45882.4,28313.0,28100.0,28352.2,28194.2,27686.0
0.047,42286.6,34727.8,47411.4,45667.6,28290.0,28070.6,28350.8,28083.6,27686.0
0.047,42286.6,34654.0,47012.4,45667.6,28290.0,28065.6,28350.8,28076.6,27686.0
0.062,41098.4,34567.4,46361.8,45410.6,28250.0,28016.4,28350.8,28076.6,27686.0
0.062,40862.2,34457.8,46361.8,45410.6,28250.0,28016.4,28350.8,28076.6,27686.0
0.063,40862.2,34457.8,46185.6,45410.6,28250.0,28007.2,28310.6,28056.0,27686.0
0.078,40356.8,34287.0,45440.8,45104.4,28203.4,27979.2,28310.6,28019.0,27686.0
0.078,40082.6,34252.4,45440.8,45031.8,28203.4,27979.2,28310.6,28013.4,27686.0
0.093,40082.6,34252.4,44997.4,44893.4,28202.8,27979.2,28240.2,28013.4,27686.0
0.094,39150.6,34218.8,44521.6,44622.0,28196.8,27974.6,28240.2,27962.4,27686.0
0.094,39087.8,34218.8,44521.6,44622.0,28179.6,27974.6,28240.2,27962.4,27686.0
0.109,38257.4,34218.8,44223.6,44240.8,28179.6,27968.2,28240.2,27947.2,27686.0
0.109,38139.2,34218.8,44223.6,44240.8,28179.6,27968.2,28240.2,27947.2,27686.0
0.11,38139.2,34218.8,44223.6,44240.8,28179.6,27967.2,28240.2,27938.4,27686.0
0.124,38029.6,34218.8,44037.8,44197.8,28179.6,27954.0,28240.2,27933.0,27686.0
0.125,37899.6,34217.0,43738.4,44197.8,28179.6,27944.2,28198.8,27933.0,27686.0
0.125,37899.6,34185.4,43495.2,44197.8,28179.6,27944.2,28198.8,27933.0,27686.0
0.14,37237.2,34164.8,42962.0,43971.8,28179.6,27931.2,28184.6,27929.4,27686.0
0.14,37237.2,34119.2,42962.0,43971.8,28179.6,27931.2,28184.6,27914.0,27686.0
0.141,37128.8,34066.4,42698.2,43946.2,28179.6,27931.2,28184.6,27908.6,27686.0
0.156,36939.2,34000.0,42603.2,43796.8,28163.6,27924.2,28184.6,27883.6,27686.0
0.171,36919.6,33993.8,42256.2,43796.8,28163.6,27919.4,28184.6,27881.2,27686.0
0.172,36910.2,33993.8,42077.2,43796.8,28163.6,27905.2,28184.6,27869.2,27686.0
0.172,36910.2,33993.8,42039.4,43796.8,28163.6,27905.2,28184.6,27869.2,27686.0
0.187,36720.6,33914.0,41637.2,43552.6,28163.6,27897.8,28162.2,27861.8,27686.0
0.187,36720.6,33912.2,41637.2,43552.6,28163.6,27897.8,28162.2,27861.8,27686.0
0.188,36664.0,33912.2,41464.6,43552.6,28163.6,27897.4,28160.8,27855.8,27686.0
0.202,36646.0,33912.2,41150.4,43525.8,28163.6,27892.0,28160.8,27853.0,27686.0
0.202,36646.0,33912.2,41150.4,43525.8,28163.6,27892.0,28160.8,27851.2,27686.0
0.203,36589.4,33886.2,40737.0,43479.6,28154.2,27888.6,28158.6,27851.2,27686.0
0.218,36345.4,33874.8,40454.6,43479.6,28143.4,27872.4,28158.6,27851.2,27686.0
0.219,36261.2,33874.8,39871.2,43479.6,28143.4,27871.4,28158.6,27837.6,27686.0
0.234,36210.2,33869.4,39816.4,43458.0,28142.6,27861.8,28158.6,27835.4,27686.0
0.249,36210.2,33815.8,39517.2,43334.6,28142.6,27859.6,28158.6,27835.4,27686.0
0.25,36210.2,33794.2,39283.4,43334.6,28103.4,27848.4,28158.6,27831.8,27686.0
0.265,36131.0,33704.6,38686.6,43334.6,28088.0,27842.2,28158.6,27831.2,27686.0
0.265,36131.0,33704.6,38686.6,43334.6,28088.0,27842.2,28158.6,27830.6,27686.0
0.266,36131.0,33704.6,38686.6,43334.6,28088.0,27842.2,28158.6,27821.6,27686.0
0.28,36131.0,33704.6,38686.6,43334.6,28088.0,27838.4,28158.6,27821.6,27686.0
0.281,36131.0,33695.6,38602.0,43331.4,28081.8,27836.6,28129.8,27816.8,27686.0
0.296,35975.4,33642.2,38482.6,43331.4,28081.8,27836.6,28129.8,27815.2,27686.0
0.297,35975.4,33642.2,38467.6,43331.4,28081.8,27834.6,28129.8,27810.0,27686.0
0.312,35975.4,33619.6,38318.8,43113.2,28081.8,27828.8,28129.8,27802.4,27686.0
0.327,35975.4,33619.6,38256.6,43113.2,28080.0,27825.0,28129.8,27802.4,27686.0
0.327,35975.4,33619.6,38228.6,43113.2,28080.0,27825.0,28129.8,27802.4,27686.0
0.328,35975.4,33619.6,38181.0,43035.8,28080.0,27825.0,28102.0,27802.2,27686.0
0.343,35975.4,33589.6,37920.2,43035.8,28080.0,27823.4,28080.8,27802.2,27686.0
0.344,35975.4,33589.6,37920.2,43035.8,28080.0,27821.6,28080.8,27802.2,27686.0
0.358,35958.6,33589.6,37920.2,43035.8,28080.0,27821.6,28080.8,27802.2,27686.0
0.359,35740.8,33550.2,37225.4,43035.8,28080.0,27813.4,28067.2,27800.4,27686.0
0.374,35697.6,33550.2,37052.0,43013.4,28080.0,27812.2,28061.8,27800.4,27686.0
0.375,35697.6,33550.2,36951.0,43013.4,28080.0,27808.8,28061.8,27800.4,27686.0
0.375,35697.6,33550.2,36951.0,43013.4,28080.0,27800.8,28061.8,27800.4,27686.0
0.39,35697.6,33541.0,36778.0,43013.4,28080.0,27800.8,28055.8,27799.2,27686.0
0.405,35147.6,33525.6,36757.6,43013.4,28080.0,27799.2,28055.8,27799.2,27686.0
0.406,35147.6,33525.6,36632.8,43006.4,28080.0,27799.2,28055.8,27799.2,27686.0
0.421,35147.6,33525.6,36567.4,42961.0,28079.4,27789.0,28054.2,27798.6,27686.0
0.422,35147.6,33525.6,36465.2,42961.0,28079.4,27787.6,28054.2,27791.2,27686.0
0.436,35147.6,33525.6,36324.8,42938.6,28079.4,27787.6,28054.2,27791.2,27686.0
0.437,35147.6,33501.4,36324.8,42806.4,28073.0,27787.4,28009.4,27790.2,27686.0
0.452,35147.6,33494.6,36324.8,42697.6,28071.6,27787.4,28009.4,27790.2,27686.0
0.452,35147.6,33494.6,36324.8,42697.6,28066.0,27787.4,28009.4,27790.2,27686.0
0.453,35147.6,33494.6,36191.0,42697.6,28066.0,27787.4,28009.4,27790.2,27686.0
0.453,35147.6,33494.6,36146.8,42697.6,28066.0,27787.4,28009.4,27790.2,27686.0
0.468,35147.6,33494.6,35919.2,42620.2,28066.0,27787.4,28009.4,27786.2,27686.0
0.483,35147.6,33478.4,35871.8,42565.8,28066.0,27787.4,27987.4,27786.2,27686.0
0.484,35147.6,33478.4,35733.4,42565.8,28066.0,27787.4,27987.4,27776.4,27686.0
0.499,35147.6,33478.4,35733.4,42546.0,28066.0,27784.0,27987.4,27776.2,27686.0
0.5,35147.6,33478.4,35733.4,42546.0,28066.0,27784.0,27987.4,27773.6,27686.0
0.514,35147.6,33451.8,35694.2,42527.6,28066.0,27784.0,27987.4,27773.4,27686.0
0.514,35147.6,33451.8,35555.2,42527.6,28066.0,27784.0,27987.4,27770.8,27686.0
0.515,35147.6,33415.0,35555.2,42438.8,28050.8,27771.2,27987.4,27766.6,27686.0
